Year,Datetime,Stage,Stadium,City,Referee,Assistant1,Assistant2,Host,TournamentGoals,QualifiedTeams,TournamentMatches,Winner
1990,09 Jun 1990 - 17:00,Group B,Stadio San Nicola,Bari,CARDELLINO DE SAN VICENTE Juan (URU),SORIANO ALADREN Emilio (ESP),SILVA ARCE Hernan (CHI),Italy,115,24,52,Germany
1990,09 Jun 1990 - 17:00,Group D,Renato Dall Ara,Bologna,COURTNEY George (ENG),TAKADA Shizuo (JPN),SNODDY Alan (NIR),Italy,115,24,52,Germany
1990,09 Jun 1990 - 21:00,Group A,Stadio Olimpico,Rome,RAMIZ WRIGHT Jose (BRA),PEREZ HOYOS Armando (COL),SILVA VALENTE Carlos Alberto (POR),Italy,115,24,52,Germany
1990,10 Jun 1990 - 17:00,Group A,Comunale,Florence,ROETHLISBERGER Kurt (SUI),VAN LANGENHOVE Marcel (BEL),SCHMIDHUBER Aron (GER),Italy,115,24,52,Germany
1990,10 Jun 1990 - 21:00,Group C,Stadio delle Alpi,Turin,LANESE Tullio (ITA),VAUTROT Michel (FRA),JOUINI Neji (TUN),Italy,115,24,52,Germany
1990,10 Jun 1990 - 21:00,Group D,Giuseppe Meazza,Milan,MIKKELSEN Peter (DEN),MANDI Jassim (BHR),LISTKIEWICZ Michal (POL),Italy,115,24,52,Germany
1990,11 Jun 1990 - 17:00,Group C,Luigi Ferraris,Genoa,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),JACOME GUERRERO Elias V. (ECU),Italy,115,24,52,Germany
1990,11 Jun 1990 - 21:00,Group F,Sant Elia,Cagliari,SCHMIDHUBER Aron (GER),FREDRIKSSON Erik (SWE),ROETHLISBERGER Kurt (SUI),Italy,115,24,52,Germany
1990,12 Jun 1990 - 17:00,Group E,Marc Antonio Bentegodi,Verona,MAURO Vincent (USA),SNODDY Alan (NIR),COURTNEY George (ENG),Italy,115,24,52,Germany
1990,12 Jun 1990 - 21:00,Group F,Della Favorita,Palermo,SORIANO ALADREN Emilio (ESP),CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),Italy,115,24,52,Germany
1990,13 Jun 1990 - 17:00,Group E,Dacia Arena,Udine,KOHL Helmut (AUT),SPIRIN Alexey (RUS),KIRSCHEN Siegfried (GER),Italy,115,24,52,Germany
1990,13 Jun 1990 - 21:00,Group B,San Paolo,Naples,FREDRIKSSON Erik (SWE),RAMIZ WRIGHT Jose (BRA),AL SHARIF Jamal (SYR),Italy,115,24,52,Germany
1990,14 Jun 1990 - 17:00,Group B,Stadio San Nicola,Bari,SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),Italy,115,24,52,Germany
1990,14 Jun 1990 - 17:00,Group D,Renato Dall Ara,Bologna,AGNOLIN Luigi (ITA),JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),Italy,115,24,52,Germany
1990,14 Jun 1990 - 21:00,Group A,Stadio Olimpico,Rome,CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),ULLOA MORERA Berny (CRC),Italy,115,24,52,Germany
1990,15 Jun 1990 - 17:00,Group A,Comunale,Florence,SMITH George (SCO),LORENC Richard (AUS),AL SHARIF Jamal (SYR),Italy,115,24,52,Germany
1990,15 Jun 1990 - 21:00,Group D,Giuseppe Meazza,Milan,SPIRIN Alexey (RUS),TAKADA Shizuo (JPN),PAIRETTO Pierluigi (ITA),Italy,115,24,52,Germany
1990,16 Jun 1990 - 17:00,Group C,Stadio delle Alpi,Turin,JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),MANDI Jassim (BHR),Italy,115,24,52,Germany
1990,16 Jun 1990 - 21:00,Group C,Luigi Ferraris,Genoa,MACIEL Carlos (PAR),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),Italy,115,24,52,Germany
1990,16 Jun 1990 - 21:00,Group F,Sant Elia,Cagliari,PETROVIC Zoran (SRB),HANSAL Mohamed (ALG),CODESAL MENDEZ Edgardo (MEX),Italy,115,24,52,Germany
1990,17 Jun 1990 - 17:00,Group F,Della Favorita,Palermo,VAN LANGENHOVE Marcel (BEL),QUINIOU Joel (FRA),LO BELLO Rosario (ITA),Italy,115,24,52,Germany
1990,17 Jun 1990 - 21:00,Group E,Dacia Arena,Udine,JACOME GUERRERO Elias V. (ECU),MAGNI Pierluigi (ITA),LOUSTAU Juan (ARG),Italy,115,24,52,Germany
1990,17 Jun 1990 - 21:00,Group E,Marc Antonio Bentegodi,Verona,KIRSCHEN Siegfried (GER),MIKKELSEN Peter (DEN),SPIRIN Alexey (RUS),Italy,115,24,52,Germany
1990,18 Jun 1990 - 21:00,Group B,San Paolo,Naples,SILVA VALENTE Carlos Alberto (POR),ULLOA MORERA Berny (CRC),LONGHI Carlo (ITA),Italy,115,24,52,Germany
1990,18 Jun 1990 - 21:00,Group B,Stadio San Nicola,Bari,RAMIZ WRIGHT Jose (BRA),D ELIA Pietro (ITA),ROETHLISBERGER Kurt (SUI),Italy,115,24,52,Germany
1990,19 Jun 1990 - 17:00,Group D,Giuseppe Meazza,Milan,SNODDY Alan (NIR),MANDI Jassim (BHR),LANESE Tullio (ITA),Italy,115,24,52,Germany
1990,19 Jun 1990 - 17:00,Group D,Renato Dall Ara,Bologna,TAKADA Shizuo (JPN),MIKKELSEN Peter (DEN),VAUTROT Michel (FRA),Italy,115,24,52,Germany
1990,19 Jun 1990 - 21:00,Group A,Stadio Olimpico,Rome,QUINIOU Joel (FRA),VAN LANGENHOVE Marcel (BEL),SMITH George (SCO),Italy,115,24,52,Germany
1990,19 Jun 1990 - 21:00,Group A,Comunale,Florence,AL SHARIF Jamal (SYR),LORENC Richard (AUS),PETROVIC Zoran (SRB),Italy,115,24,52,Germany
1990,20 Jun 1990 - 21:00,Group C,Stadio delle Alpi,Turin,KOHL Helmut (AUT),LISTKIEWICZ Michal (POL),KIRSCHEN Siegfried (GER),Italy,115,24,52,Germany
1990,20 Jun 1990 - 21:00,Group C,Luigi Ferraris,Genoa,PETROVIC Zoran (SRB),SNODDY Alan (NIR),COURTNEY George (ENG),Italy,115,24,52,Germany
1990,21 Jun 1990 - 17:00,Group E,Friuli,Udine,LANESE Tullio (ITA),DIRAMBA Jean Fidele (GAB),JOUINI Neji (TUN),Italy,115,24,52,Germany
1990,21 Jun 1990 - 17:00,Group E,Marc Antonio Bentegodi,Verona,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),MAURO Vincent (USA),Italy,115,24,52,Germany
1990,21 Jun 1990 - 21:00,Group F,Della Favorita,Palermo,VAUTROT Michel (FRA),LORENC Richard (AUS),HANSAL Mohamed (ALG),Italy,115,24,52,Germany
1990,21 Jun 1990 - 21:00,Group F,Sant Elia,Cagliari,ROETHLISBERGER Kurt (SUI),ULLOA MORERA Berny (CRC),CODESAL MENDEZ Edgardo (MEX),Italy,115,24,52,Germany
1990,23 Jun 1990 - 17:00,Round of 16,San Paolo,Naples,LANESE Tullio (ITA),AL SHARIF Jamal (SYR),ULLOA MORERA Berny (CRC),Italy,115,24,52,Germany
1990,23 Jun 1990 - 21:00,Round of 16,Stadio San Nicola,Bari,KIRSCHEN Siegfried (GER),PEREZ HOYOS Armando (COL),D ELIA Pietro (ITA),Italy,115,24,52,Germany
1990,24 Jun 1990 - 17:00,Round of 16,Stadio delle Alpi,Turin,QUINIOU Joel (FRA),SPIRIN Alexey (RUS),PAIRETTO Pierluigi (ITA),Italy,115,24,52,Germany
1990,24 Jun 1990 - 21:00,Round of 16,Giuseppe Meazza,Milan,LOUSTAU Juan (ARG),JACOME GUERRERO Elias V. (ECU),MAURO Vincent (USA),Italy,115,24,52,Germany
1990,25 Jun 1990 - 17:00,Round of 16,Luigi Ferraris,Genoa,RAMIZ WRIGHT Jose (BRA),MACIEL Carlos (PAR),MANDI Jassim (BHR),Italy,115,24,52,Germany
1990,25 Jun 1990 - 21:00,Round of 16,Stadio Olimpico,Rome,COURTNEY George (ENG),ROETHLISBERGER Kurt (SUI),PETROVIC Zoran (SRB),Italy,115,24,52,Germany
1990,26 Jun 1990 - 17:00,Round of 16,Marc Antonio Bentegodi,Verona,SCHMIDHUBER Aron (GER),SNODDY Alan (NIR),LISTKIEWICZ Michal (POL),Italy,115,24,52,Germany
1990,26 Jun 1990 - 21:00,Round of 16,Renato Dall Ara,Bologna,MIKKELSEN Peter (DEN),KOHL Helmut (AUT),TAKADA Shizuo (JPN),Italy,115,24,52,Germany
1990,30 Jun 1990 - 17:00,Quarter-finals,Comunale,Florence,ROETHLISBERGER Kurt (SUI),JOUINI Neji (TUN),HANSAL Mohamed (ALG),Italy,115,24,52,Germany
1990,30 Jun 1990 - 21:00,Quarter-finals,Stadio Olimpico,Rome,SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),ULLOA MORERA Berny (CRC),Italy,115,24,52,Germany
1990,01 Jul 1990 - 17:00,Quarter-finals,Giuseppe Meazza,Milan,KOHL Helmut (AUT),MIKKELSEN Peter (DEN),LISTKIEWICZ Michal (POL),Italy,115,24,52,Germany
1990,01 Jul 1990 - 21:00,Quarter-finals,San Paolo,Naples,CODESAL MENDEZ Edgardo (MEX),MAURO Vincent (USA),MANDI Jassim (BHR),Italy,115,24,52,Germany
1990,03 Jul 1990 - 20:00,Semi-finals,San Paolo,Naples,VAUTROT Michel (FRA),LISTKIEWICZ Michal (POL),MIKKELSEN Peter (DEN),Italy,115,24,52,Germany
1990,04 Jul 1990 - 20:00,Semi-finals,Stadio delle Alpi,Turin,RAMIZ WRIGHT Jose (BRA),QUINIOU Joel (FRA),PEREZ HOYOS Armando (COL),Italy,115,24,52,Germany
1990,07 Jul 1990 - 20:00,Match for third place,Stadio San Nicola,Bari,QUINIOU Joel (FRA),HANSAL Mohamed (ALG),ROETHLISBERGER Kurt (SUI),Italy,115,24,52,Germany
1990,08 Jul 1990 - 20:00,Final,Stadio Olimpico,Rome,CODESAL MENDEZ Edgardo (MEX),PEREZ HOYOS Armando (COL),LISTKIEWICZ Michal (POL),Italy,115,24,52,Germany
1994,17 Jun 1994 - 19:30,Group C,Cotton Bowl,Dallas,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),USA,141,24,52,Brazil
1994,17 Jun 1994 - 15:00,Group C,Soldier Field,Chicago,BRIZIO CARTER Arturo (MEX),BRAZZALE Eugene (AUS),DUNSTER Gordon (AUS),USA,141,24,52,Brazil
1994,18 Jun 1994 - 11:30,Group A,Pontiac Silverdome,Detroit,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),USA,141,24,52,Brazil
1994,18 Jun 1994 - 16:00,Group E,Giants Stadium,New York/New Jersey,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),PARK Hae-Yong (KOR),USA,141,24,52,Brazil
1994,18 Jun 1994 - 19:30,Group A,Rose Bowl,Los Angeles,AL SHARIF Jamal (SYR),AL GHATTAN Yousif Abdulla (BAH),JAMES Douglas Micael (TRI),USA,141,24,52,Brazil
1994,19 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando,TORRES CADENA Jose Joaquin (COL),CALIX GARCIA Raimundo (HON),YLI-KARRO Tapio (FIN),USA,141,24,52,Brazil
1994,19 Jun 1994 - 16:00,Group E,RFK Stadium,Washington Dc,PUHL Sandor (HUN),MARTON Sandor (HUN),IVANOV Valentin (RUS),USA,141,24,52,Brazil
1994,19 Jun 1994 - 19:30,Group B,Rose Bowl,Los Angeles,TEJADA NORIEGA Alberto (PER),JAMES Douglas Micael (TRI),AL GHATTAN Yousif Abdulla (BAH),USA,141,24,52,Brazil
1994,20 Jun 1994 - 19:30,Group F,RFK Stadium,Washington Dc,DIAZ VEGA Manuel (ESP),IVANOV Valentin (RUS),MARTON Sandor (HUN),USA,141,24,52,Brazil
1994,20 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco,LIM KEE CHONG An Yan (MRI),RHARIB El Jilali Mohamed (MAR),RAMICONE Domenico (ITA),USA,141,24,52,Brazil
1994,21 Jun 1994 - 12:30,Group D,Foxboro Stadium,Boston,ANGELES Arturo (USA),PARK Hae-Yong (KOR),DOLSTRA Jan (NED),USA,141,24,52,Brazil
1994,21 Jun 1994 - 19:30,Group D,Cotton Bowl,Dallas,BADILLA Rodrigo (CRC),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),USA,141,24,52,Brazil
1994,21 Jun 1994 - 16:00,Group C,Soldier Field,Chicago,FILIPPI Ernesto (URU),ZARATE Venancio (PAR),TAIBI Ernesto (ARG),USA,141,24,52,Brazil
1994,22 Jun 1994 - 16:00,Group A,Pontiac Silverdome,Detroit,JOUINI Neji (TUN),HASSAN Abdel-Magid (EGY),FANAEI Mohammad (IRN),USA,141,24,52,Brazil
1994,22 Jun 1994 - 19:30,Group A,Rose Bowl,Los Angeles,BALDAS Fabio (ITA),RAMICONE Domenico (ITA),RHARIB El Jilali Mohamed (MAR),USA,141,24,52,Brazil
1994,23 Jun 1994 - 16:00,Group E,Giants Stadium,New York/New Jersey,KRUG Hellmut (GER),YLI-KARRO Tapio (FIN),PEARSON Roy (ENG),USA,141,24,52,Brazil
1994,23 Jun 1994 - 19:30,Group C,Foxboro Stadium,Boston,MOTTRAM Leslie (SCO),MATTHYS Luc (BEL),EVERSTIG Mikael (SWE),USA,141,24,52,Brazil
1994,24 Jun 1994 - 12:30,Group E,Citrus Bowl,Orlando,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),ALVES Paulo Jorge (BRA),USA,141,24,52,Brazil
1994,24 Jun 1994 - 19:30,Group B,Pontiac Silverdome,Detroit,QUINIOU Joel (FRA),FANAEI Mohammad (IRN),HASSAN Abdel-Magid (EGY),USA,141,24,52,Brazil
1994,24 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco,BRIZIO CARTER Arturo (MEX),JAMES Douglas Micael (TRI),CHRISTENSEN Carl-Johan Meyer (DEN),USA,141,24,52,Brazil
1994,25 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),LISTKIEWICZ Michal (POL),USA,141,24,52,Brazil
1994,25 Jun 1994 - 12:30,Group F,Giants Stadium,New York/New Jersey,DON Philip (ENG),PEARSON Roy (ENG),YLI-KARRO Tapio (FIN),USA,141,24,52,Brazil
1994,25 Jun 1994 - 16:00,Group D,Foxboro Stadium,Boston,KARLSSON Bo (SWE),EVERSTIG Mikael (SWE),MATTHYS Luc (BEL),USA,141,24,52,Brazil
1994,26 Jun 1994 - 12:30,Group D,Soldier Field,Chicago,BUJSAIM Ali (UAE),AL GHATTAN Yousif Abdulla (BAH),CALIX GARCIA Raimundo (HON),USA,141,24,52,Brazil
1994,26 Jun 1994 - 16:00,Group A,Rose Bowl,Los Angeles,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),DUNSTER Gordon (AUS),USA,141,24,52,Brazil
1994,26 Jun 1994 - 16:00,Group A,Stanford Stadium,San Francisco,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),JAMES Douglas Micael (TRI),USA,141,24,52,Brazil
1994,27 Jun 1994 - 16:00,Group C,Cotton Bowl,Dallas,QUINIOU Joel (FRA),IVANOV Valentin (RUS),HASSAN Abdel-Magid (EGY),USA,141,24,52,Brazil
1994,27 Jun 1994 - 16:00,Group C,Soldier Field,Chicago,BADILLA Rodrigo (CRC),CALIX GARCIA Raimundo (HON),AL GHATTAN Yousif Abdulla (BAH),USA,141,24,52,Brazil
1994,28 Jun 1994 - 12:30,Group E,Giants Stadium,New York/New Jersey,TORRES CADENA Jose Joaquin (COL),ALVES Paulo Jorge (BRA),PARK Hae-Yong (KOR),USA,141,24,52,Brazil
1994,28 Jun 1994 - 16:00,Group B,Pontiac Silverdome,Detroit,PUHL Sandor (HUN),MARTON Sandor (HUN),MATTHYS Luc (BEL),USA,141,24,52,Brazil
1994,28 Jun 1994 - 12:30,Group E,RFK Stadium,Washington Dc,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),BRAZZALE Eugene (AUS),USA,141,24,52,Brazil
1994,28 Jun 1994 - 16:00,Group B,Stanford Stadium,San Francisco,AL SHARIF Jamal (SYR),DUNSTER Gordon (AUS),DOLSTRA Jan (NED),USA,141,24,52,Brazil
1994,29 Jun 1994 - 12:30,Group F,Citrus Bowl,Orlando,TEJADA NORIEGA Alberto (PER),ZARATE Venancio (PAR),EVERSTIG Mikael (SWE),USA,141,24,52,Brazil
1994,29 Jun 1994 - 12:30,Group F,RFK Stadium,Washington Dc,KRUG Hellmut (GER),BRAZZALE Eugene (AUS),TAIBI Ernesto (ARG),USA,141,24,52,Brazil
1994,30 Jun 1994 - 19:30,Group D,Foxboro Stadium,Boston,MOTTRAM Leslie (SCO),PARK Hae-Yong (KOR),ALVES Paulo Jorge (BRA),USA,141,24,52,Brazil
1994,30 Jun 1994 - 19:30,Group D,Cotton Bowl,Dallas,JOUINI Neji (TUN),YLI-KARRO Tapio (FIN),RHARIB El Jilali Mohamed (MAR),USA,141,24,52,Brazil
1994,02 Jul 1994 - 12:00,Round of 16,Soldier Field,Chicago,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),CHRISTENSEN Carl-Johan Meyer (DEN),USA,141,24,52,Brazil
1994,02 Jul 1994 - 16:30,Round of 16,RFK Stadium,Washington Dc,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),MARTON Sandor (HUN),USA,141,24,52,Brazil
1994,03 Jul 1994 - 12:00,Round of 16,Cotton Bowl,Dallas,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),CALIX GARCIA Raimundo (HON),USA,141,24,52,Brazil
1994,03 Jul 1994 - 13:30,Round of 16,Rose Bowl,Los Angeles,PAIRETTO Pierluigi (ITA),RAMICONE Domenico (ITA),MATTHYS Luc (BEL),USA,141,24,52,Brazil
1994,04 Jul 1994 - 12:00,Round of 16,Citrus Bowl,Orlando,MIKKELSEN Peter (DEN),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),USA,141,24,52,Brazil
1994,04 Jul 1994 - 12:30,Round of 16,Stanford Stadium,San Francisco,QUINIOU Joel (FRA),PARK Hae-Yong (KOR),EVERSTIG Mikael (SWE),USA,141,24,52,Brazil
1994,05 Jul 1994 - 13:00,Round of 16,Foxboro Stadium,Boston,BRIZIO CARTER Arturo (MEX),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),USA,141,24,52,Brazil
1994,05 Jul 1994 - 16:30,Round of 16,Giants Stadium,New York/New Jersey,AL SHARIF Jamal (SYR),FANAEI Mohammad (IRN),AL GHATTAN Yousif Abdulla (BAH),USA,141,24,52,Brazil
1994,09 Jul 1994 - 12:00,Quarter-finals,Foxboro Stadium,Boston,PUHL Sandor (HUN),DUNSTER Gordon (AUS),MATTHYS Luc (BEL),USA,141,24,52,Brazil
1994,09 Jul 1994 - 14:30,Quarter-finals,Cotton Bowl,Dallas,BADILLA Rodrigo (CRC),AL GHATTAN Yousif Abdulla (BAH),FANAEI Mohammad (IRN),USA,141,24,52,Brazil
1994,10 Jul 1994 - 12:00,Quarter-finals,Giants Stadium,New York/New Jersey,TORRES CADENA Jose Joaquin (COL),ZARATE Venancio (PAR),MARTON Sandor (HUN),USA,141,24,52,Brazil
1994,10 Jul 1994 - 12:30,Quarter-finals,Stanford Stadium,San Francisco,DON Philip (ENG),PEARSON Roy (ENG),PARK Hae-Yong (KOR),USA,141,24,52,Brazil
1994,13 Jul 1994 - 16:00,Semi-finals,Giants Stadium,New York/New Jersey,QUINIOU Joel (FRA),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),USA,141,24,52,Brazil
1994,13 Jul 1994 - 16:30,Semi-finals,Rose Bowl,Los Angeles,TORRES CADENA Jose Joaquin (COL),MARTON Sandor (HUN),MATTHYS Luc (BEL),USA,141,24,52,Brazil
1994,16 Jul 1994 - 12:30,Match for third place,Rose Bowl,Los Angeles,BUJSAIM Ali (UAE),RHARIB El Jilali Mohamed (MAR),TAIBI Ernesto (ARG),USA,141,24,52,Brazil
1994,17 Jul 1994 - 12:30,Final,Rose Bowl,Los Angeles,PUHL Sandor (HUN),ZARATE Venancio (PAR),FANAEI Mohammad (IRN),USA,141,24,52,Brazil
1998,10 Jun 1998 - 17:30,Group A,Stade de France,Saint-Denis,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),ARANGO Jorge Luis (COL),France,171,32,64,France
1998,10 Jun 1998 - 21:00,Group A,La Mosson,Montpellier,ANPRASERT Pirom (THA),ABDUL HAMID Halim (MAS),WICKRAMATUNGA Nimal (SRI),France,171,32,64,France
1998,11 Jun 1998 - 17:30,Group B,Stade du Parc Lescure,Bordeaux,BOUCHARDEAU Lucien (NIG),DANTE Dramane (MLI),MANSRI Mohamed (TUN),France,171,32,64,France
1998,11 Jun 1998 - 21:00,Group B,Stade Municipal,Toulouse,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),SALINAS Reynaldo (HON),France,171,32,64,France
1998,12 Jun 1998 - 14:30,Group D,La Mosson,Montpellier,ALZEID Abdulrahman (KSA),SALIE Achmat (RSA),GHADANFARI Hussain (KUW),France,171,32,64,France
1998,12 Jun 1998 - 17:30,Group C,Stade Felix Bollaert,Lens,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),DIAZ GALVEZ Jorge (CHI),France,171,32,64,France
1998,12 Jun 1998 - 21:00,Group C,Stade V�lodrome,Marseilles,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),GONZALES Merere (TRI),France,171,32,64,France
1998,13 Jun 1998 - 14:30,Group D,La Beaujoire,Nantes,BAHARMAST Esse (USA),TORRES ZUNIGA Luis (CRC),DUPANOV Yuri (BLR),France,171,32,64,France
1998,13 Jun 1998 - 17:30,Group E,Stade de Gerland,Lyon,BENKO Gunter (AUT),FRED Lencie (VAN),SCHNEIDER Erich (GER),France,171,32,64,France
1998,13 Jun 1998 - 21:00,Group E,Stade de France,Saint-Denis,COLLINA Pierluigi (ITA),MAZZEI Gennaro (ITA),ZAMMIT Emanuel (MLT),France,171,32,64,France
1998,14 Jun 1998 - 14:30,Group H,Stade Municipal,Toulouse,VAN DER ENDE Mario (NED),VAN DEN BROECK Marc (BEL),FOLEY Eddie (IRL),France,171,32,64,France
1998,14 Jun 1998 - 17:30,Group F,Stade Geoffroy Guichard,Saint-Etienne,TEJADA NORIEGA Alberto (PER),POWELL Owen (JAM),POCIEGIEL Jacek (POL),France,171,32,64,France
1998,14 Jun 1998 - 21:00,Group H,Stade Felix Bollaert,Lens,MELO PEREIRA Vitor (POR),GRIGORESCU Nicolae (ROU),POUDEVIGNE Jacques (FRA),France,171,32,64,France
1998,15 Jun 1998 - 14:30,Group G,Stade V�lodrome,Marseilles,OKADA Masayoshi (JPN),JEON Young Hyun (KOR),DANTE Dramane (MLI),France,171,32,64,France
1998,15 Jun 1998 - 17:30,Group G,Stade de Gerland,Lyon,LIM KEE CHONG An Yan (MRI),AL MUSAWI Mohamed (OMA),ABDUL HAMID Halim (MAS),France,171,32,64,France
1998,15 Jun 1998 - 21:00,Group F,Parc des Princes,Paris,BELQOLA Said (MAR),MANSRI Mohamed (TUN),NILSSON Mikael (SWE),France,171,32,64,France
1998,16 Jun 1998 - 17:30,Group A,Stade du Parc Lescure,Bordeaux,VAGNER Laszlo (HUN),AMLER Evzen (CZE),RAUSIS Laurent (SUI),France,171,32,64,France
1998,16 Jun 1998 - 21:00,Group A,La Beaujoire,Nantes,LEVNIKOV Nikolai (RUS),DUPANOV Yuri (BLR),WARREN Mark (ENG),France,171,32,64,France
1998,17 Jun 1998 - 17:30,Group B,Stade Geoffroy Guichard,Saint-Etienne,EL GHANDOUR Gamal (EGY),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),France,171,32,64,France
1998,17 Jun 1998 - 21:00,Group B,La Mosson,Montpellier,LENNIE Edward (AUS),FRED Lencie (VAN),ROSSI Claudio (ARG),France,171,32,64,France
1998,18 Jun 1998 - 17:30,Group C,Stade Municipal,Toulouse,TORO RENDON John (COL),ARANGO Jorge Luis (COL),GALVAN Celestino (PAR),France,171,32,64,France
1998,18 Jun 1998 - 21:00,Group C,Stade de France,Saint-Denis,BRIZIO CARTER Arturo (MEX),SALINAS Reynaldo (HON),TORRES ZUNIGA Luis (CRC),France,171,32,64,France
1998,19 Jun 1998 - 17:30,Group D,Parc des Princes,Paris,SANCHEZ YANTEN Mario (CHI),DIAZ GALVEZ Jorge (CHI),PINTO Arnaldo (BRA),France,171,32,64,France
1998,19 Jun 1998 - 21:00,Group D,Stade Geoffroy Guichard,Saint-Etienne,McLEOD Ian (RSA),SOLDATOS Aristidis Chris (RSA),POWELL Owen (JAM),France,171,32,64,France
1998,20 Jun 1998 - 14:30,Group H,La Beaujoire,Nantes,RAMDHAN Ramesh (TRI),GONZALES Merere (TRI),SALIE Achmat (RSA),France,171,32,64,France
1998,20 Jun 1998 - 17:30,Group E,Stade du Parc Lescure,Bordeaux,DALLAS Hugh (SCO),FOLEY Eddie (IRL),AL MUSAWI Mohamed (OMA),France,171,32,64,France
1998,20 Jun 1998 - 21:00,Group E,Stade V�lodrome,Marseilles,WOJCIK Ryszard (POL),POCIEGIEL Jacek (POL),DUPANOV Yuri (BLR),France,171,32,64,France
1998,21 Jun 1998 - 14:30,Group F,Stade Felix Bollaert,Lens,NIELSEN Kim Milton (DEN),ZAMMIT Emanuel (MLT),VAN DEN BROECK Marc (BEL),France,171,32,64,France
1998,21 Jun 1998 - 17:30,Group H,Parc des Princes,Paris,PEDERSEN Rune (NOR),NILSSON Mikael (SWE),MAZZEI Gennaro (ITA),France,171,32,64,France
1998,21 Jun 1998 - 21:00,Group F,Stade de Gerland,Lyon,MEIER Urs (SUI),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU),France,171,32,64,France
1998,22 Jun 1998 - 17:30,Group G,La Mosson,Montpellier,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),AMLER Evzen (CZE),France,171,32,64,France
1998,22 Jun 1998 - 21:00,Group G,Stade Municipal,Toulouse,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),SOLDATOS Aristidis Chris (RSA),France,171,32,64,France
1998,23 Jun 1998 - 16:00,Group B,Stade de France,Saint-Denis,DURKIN Paul (ENG),WARREN Mark (ENG),JEON Young Hyun (KOR),France,171,32,64,France
1998,23 Jun 1998 - 16:00,Group B,La Beaujoire,Nantes,VAGNER Laszlo (HUN),WICKRAMATUNGA Nimal (SRI),ABDUL HAMID Halim (MAS),France,171,32,64,France
1998,23 Jun 1998 - 21:00,Group A,Stade Geoffroy Guichard,Saint-Etienne,BUJSAIM Ali (UAE),TORRES ZUNIGA Luis (CRC),FRED Lencie (VAN),France,171,32,64,France
1998,23 Jun 1998 - 21:00,Group A,Stade V�lodrome,Marseilles,BAHARMAST Esse (USA),MAZZEI Gennaro (ITA),DANTE Dramane (MLI),France,171,32,64,France
1998,24 Jun 1998 - 16:00,Group C,Stade de Gerland,Lyon,COLLINA Pierluigi (ITA),VAN DEN BROECK Marc (BEL),ZAMMIT Emanuel (MLT),France,171,32,64,France
1998,24 Jun 1998 - 16:00,Group C,Stade du Parc Lescure,Bordeaux,SANCHEZ YANTEN Mario (CHI),POWELL Owen (JAM),FOLEY Eddie (IRL),France,171,32,64,France
1998,24 Jun 1998 - 21:00,Group D,Stade Felix Bollaert,Lens,VAN DER ENDE Mario (NED),GRIGORESCU Nicolae (ROU),ROSSI Claudio (ARG),France,171,32,64,France
