Year,Datetime,Stage,Stadium,City,Referee,Assistant1,Assistant2,Host,TournamentGoals,QualifiedTeams,TournamentMatches,Winner
2018,03 Jul 2018 - 21:00,Round of 16,Otkritie Arena,Moscow,MARK Geiger (United States),,,Russia,169,32,64,France
2018,06 Jul 2018 - 17:00,Quarter-finals,Nizhny Novgorod Stadium,Nizhny Novgorod,NÉSTOR Pitana (Argentina),,,Russia,169,32,64,France
2018,06 Jul 2018 - 21:00,Quarter-finals,Kazan Arena,Kazan,MILORAD Mažić (Serbia),,,Russia,169,32,64,France
2018,07 Jul 2018 - 18:00,Quarter-finals,Samara Arena,Samara,BJÖRN Kuipers (Netherlands),,,Russia,169,32,64,France
2018,07 Jul 2018 - 21:00,Quarter-finals,Fisht Olympic Stadium,Sochi,SANDRO Ricci (Brazil),,,Russia,169,32,64,France
2018,10 Jul 2018 - 21:00,Semi-finals,Krestovsky Stadium,Saint Petersburg,ANDRÉS Cunha (Uruguay),,,Russia,169,32,64,France
2018,11 Jul 2018 - 21:00,Semi-finals,Luzhniki Stadium,Moscow,CÜNEYT Çakır (Turkey),,,Russia,169,32,64,France
2018,14 Jul 2018 - 17:00,Play-off for third place,Krestovsky Stadium,Saint Petersburg,ALIREZA Faghani (Iran),,,Russia,169,32,64,France
2018,15 Jul 2018 - 18:00,Final,Luzhniki Stadium,Moscow,NÉSTOR Pitana (Argentina),,,Russia,169,32,64,France
2022,20 Nov 2022 - 19:00,Group A,Al Bayt Stadium,Al Khor,DANIELE Orsato (Italy),,,Qatar,172,32,64,Argentina
2022,21 Nov 2022 - 16:00,Group B,Khalifa International Stadium,Al Rayyan,RAPHAEL Claus (Brazil),,,Qatar,172,32,64,Argentina
2022,21 Nov 2022 - 19:00,Group A,Al Thumama Stadium,Doha,WILTON Sampaio (Brazil),,,Qatar,172,32,64,Argentina
2022,21 Nov 2022 - 22:00,Group B,Ahmad bin Ali Stadium,Al Rayyan,ABDULRAHMAN Al-Jassim (Qatar),,,Qatar,172,32,64,Argentina
2022,22 Nov 2022 - 13:00,Group C,Lusail Stadium,Lusail,SLAVKO Vinčić (Slovenia),,,Qatar,172,32,64,Argentina
2022,22 Nov 2022 - 16:00,Group D,Education City Stadium,Al Rayyan,CÉSAR ARTURO Ramos (Mexico),,,Qatar,172,32,64,Argentina
2022,22 Nov 2022 - 19:00,Group C,Stadium 974,Doha,CHRIS Beath (Australia),,,Qatar,172,32,64,Argentina
2022,22 Nov 2022 - 22:00,Group D,Al Janoub Stadium,Al Wakrah,VICTOR Gomes (South Africa),,,Qatar,172,32,64,Argentina
2022,23 Nov 2022 - 13:00,Group F,Al Bayt Stadium,Al Khor,FERNANDO Rapallini (Argentina),,,Qatar,172,32,64,Argentina
2022,23 Nov 2022 - 16:00,Group E,Khalifa International Stadium,Al Rayyan,IVÁN Barton (El Salvador),,,Qatar,172,32,64,Argentina
2022,23 Nov 2022 - 19:00,Group E,Al Thumama Stadium,Doha,MOHAMMED ABDULLA Hassan Mohamed (United Arab Emirates),,,Qatar,172,32,64,Argentina
2022,23 Nov 2022 - 22:00,Group F,Ahmad bin Ali Stadium,Al Rayyan,JANNY Sikazwe (Zambia),,,Qatar,172,32,64,Argentina
2022,24 Nov 2022 - 13:00,Group G,Al Janoub Stadium,Al Wakrah,FACUNDO Tello (Argentina),,,Qatar,172,32,64,Argentina
2022,24 Nov 2022 - 16:00,Group H,Education City Stadium,Al Rayyan,CLÉMENT Turpin (France),,,Qatar,172,32,64,Argentina
2022,24 Nov 2022 - 19:00,Group H,Stadium 974,Doha,ISMAIL Elfath (United States),,,Qatar,172,32,64,Argentina
2022,24 Nov 2022 - 22:00,Group G,Lusail Stadium,Lusail,ALIREZA Faghani (Iran),,,Qatar,172,32,64,Argentina
2022,25 Nov 2022 - 13:00,Group B,Ahmad bin Ali Stadium,Al Rayyan,MARIO Escobar (Guatemala),,,Qatar,172,32,64,Argentina
2022,25 Nov 2022 - 16:00,Group A,Al Thumama Stadium,Doha,ANTONIO Mateu Lahoz (Spain),,,Qatar,172,32,64,Argentina
2022,25 Nov 2022 - 19:00,Group A,Khalifa International Stadium,Al Rayyan,MUSTAPHA Ghorbal (Algeria),,,Qatar,172,32,64,Argentina
2022,25 Nov 2022 - 22:00,Group B,Al Bayt Stadium,Al Khor,JESÚS Valenzuela (Venezuela),,,Qatar,172,32,64,Argentina
2022,26 Nov 2022 - 13:00,Group D,Al Janoub Stadium,Al Wakrah,DANIEL Siebert (Germany),,,Qatar,172,32,64,Argentina
2022,26 Nov 2022 - 16:00,Group C,Education City Stadium,Al Rayyan,WILTON Sampaio (Brazil),,,Qatar,172,32,64,Argentina
2022,26 Nov 2022 - 19:00,Group D,Stadium 974,Doha,SZYMON Marciniak (Poland),,,Qatar,172,32,64,Argentina
2022,26 Nov 2022 - 22:00,Group C,Lusail Stadium,Lusail,DANIELE Orsato (Italy),,,Qatar,172,32,64,Argentina
2022,27 Nov 2022 - 13:00,Group E,Ahmad bin Ali Stadium,Al Rayyan,MICHAEL Oliver (England),,,Qatar,172,32,64,Argentina
2022,27 Nov 2022 - 16:00,Group F,Al Thumama Stadium,Doha,CÉSAR ARTURO Ramos (Mexico),,,Qatar,172,32,64,Argentina
2022,27 Nov 2022 - 19:00,Group F,Khalifa International Stadium,Al Rayyan,ANDRÉS Matonte (Uruguay),,,Qatar,172,32,64,Argentina
2022,27 Nov 2022 - 22:00,Group E,Al Bayt Stadium,Al Khor,DANNY Makkelie (Netherlands),,,Qatar,172,32,64,Argentina
2022,28 Nov 2022 - 13:00,Group G,Al Janoub Stadium,Al Wakrah,MOHAMMED ABDULLA Hassan Mohamed (United Arab Emirates),,,Qatar,172,32,64,Argentina
2022,28 Nov 2022 - 16:00,Group H,Education City Stadium,Al Rayyan,ANTHONY Taylor (England),,,Qatar,172,32,64,Argentina
2022,28 Nov 2022 - 19:00,Group G,Stadium 974,Doha,IVÁN Barton (El Salvador),,,Qatar,172,32,64,Argentina
2022,28 Nov 2022 - 22:00,Group H,Lusail Stadium,Lusail,ALIREZA Faghani (Iran),,,Qatar,172,32,64,Argentina
2022,29 Nov 2022 - 18:00,Group A,Khalifa International Stadium,Al Rayyan,CLÉMENT Turpin (France),,,Qatar,172,32,64,Argentina
2022,29 Nov 2022 - 18:00,Group A,Al Bayt Stadium,Al Khor,BAKARY Gassama (Gambia),,,Qatar,172,32,64,Argentina
2022,29 Nov 2022 - 22:00,Group B,Al Thumama Stadium,Doha,ANTONIO Mateu Lahoz (Spain),,,Qatar,172,32,64,Argentina
2022,29 Nov 2022 - 22:00,Group B,Ahmad bin Ali Stadium,Al Rayyan,SLAVKO Vinčić (Slovenia),,,Qatar,172,32,64,Argentina
2022,30 Nov 2022 - 18:00,Group D,Al Janoub Stadium,Al Wakrah,MUSTAPHA Ghorbal (Algeria),,,Qatar,172,32,64,Argentina
2022,30 Nov 2022 - 18:00,Group D,Education City Stadium,Al Rayyan,MATTHEW Conger (New Zealand),,,Qatar,172,32,64,Argentina
2022,30 Nov 2022 - 22:00,Group C,Stadium 974,Doha,DANNY Makkelie (Netherlands),,,Qatar,172,32,64,Argentina
2022,30 Nov 2022 - 22:00,Group C,Lusail Stadium,Lusail,MICHAEL Oliver (England),,,Qatar,172,32,64,Argentina
2022,01 Dec 2022 - 18:00,Group F,Al Thumama Stadium,Doha,RAPHAEL Claus (Brazil),,,Qatar,172,32,64,Argentina
2022,01 Dec 2022 - 18:00,Group F,Ahmad bin Ali Stadium,Al Rayyan,ANTHONY Taylor (England),,,Qatar,172,32,64,Argentina
2022,01 Dec 2022 - 22:00,Group E,Al Bayt Stadium,Al Khor,STÉPHANIE Frappart (France),,,Qatar,172,32,64,Argentina
2022,01 Dec 2022 - 22:00,Group E,Khalifa International Stadium,Al Rayyan,VICTOR Gomes (South Africa),,,Qatar,172,32,64,Argentina
2022,02 Dec 2022 - 18:00,Group H,Al Janoub Stadium,Al Wakrah,DANIEL Siebert (Germany),,,Qatar,172,32,64,Argentina
2022,02 Dec 2022 - 18:00,Group H,Education City Stadium,Al Rayyan,FACUNDO Tello (Argentina),,,Qatar,172,32,64,Argentina
2022,02 Dec 2022 - 22:00,Group G,Lusail Stadium,Lusail,ISMAIL Elfath (United States),,,Qatar,172,32,64,Argentina
2022,02 Dec 2022 - 22:00,Group G,Stadium 974,Doha,FERNANDO Rapallini (Argentina),,,Qatar,172,32,64,Argentina
2022,03 Dec 2022 - 18:00,Round of 16,Khalifa International Stadium,Al Rayyan,WILTON Sampaio (Brazil),,,Qatar,172,32,64,Argentina
2022,03 Dec 2022 - 22:00,Round of 16,Ahmad bin Ali Stadium,Al Rayyan,SZYMON Marciniak (Poland),,,Qatar,172,32,64,Argentina
2022,04 Dec 2022 - 18:00,Round of 16,Al Thumama Stadium,Doha,JESÚS Valenzuela (Venezuela),,,Qatar,172,32,64,Argentina
2022,04 Dec 2022 - 22:00,Round of 16,Al Bayt Stadium,Al Khor,IVÁN Barton (El Salvador),,,Qatar,172,32,64,Argentina
2022,05 Dec 2022 - 18:00,Round of 16,Al Janoub Stadium,Al Wakrah,ISMAIL Elfath (United States),,,Qatar,172,32,64,Argentina
2022,05 Dec 2022 - 22:00,Round of 16,Stadium 974,Doha,CLÉMENT Turpin (France),,,Qatar,172,32,64,Argentina
2022,06 Dec 2022 - 18:00,Round of 16,Education City Stadium,Al Rayyan,FERNANDO Rapallini (Argentina),,,Qatar,172,32,64,Argentina
2022,06 Dec 2022 - 22:00,Round of 16,Lusail Stadium,Lusail,CÉSAR ARTURO Ramos (Mexico),,,Qatar,172,32,64,Argentina
2022,09 Dec 2022 - 18:00,Quarter-finals,Education City Stadium,Al Rayyan,MICHAEL Oliver (England),,,Qatar,172,32,64,Argentina
2022,09 Dec 2022 - 22:00,Quarter-finals,Lusail Stadium,Lusail,ANTONIO Mateu Lahoz (Spain),,,Qatar,172,32,64,Argentina
2022,10 Dec 2022 - 18:00,Quarter-finals,Al Thumama Stadium,Doha,FACUNDO Tello (Argentina),,,Qatar,172,32,64,Argentina
2022,10 Dec 2022 - 22:00,Quarter-finals,Al Bayt Stadium,Al Khor,WILTON Sampaio (Brazil),,,Qatar,172,32,64,Argentina
2022,13 Dec 2022 - 22:00,Semi-finals,Lusail Stadium,Lusail,DANIELE Orsato (Italy),,,Qatar,172,32,64,Argentina
2022,14 Dec 2022 - 22:00,Semi-finals,Al Bayt Stadium,Al Khor,CÉSAR ARTURO Ramos (Mexico),,,Qatar,172,32,64,Argentina
2022,17 Dec 2022 - 18:00,Play-off for third place,Khalifa International Stadium,Al Rayyan,ABDULRAHMAN Al-Jassim (Qatar),,,Qatar,172,32,64,Argentina
2022,18 Dec 2022 - 18:00,Final,Lusail Stadium,Lusail,SZYMON Marciniak (Poland),,,Qatar,172,32,64,Argentina
